invoiceid,customerid,invoicedate,billingaddress,billingcity,billingstate,billingcountry,billingpostalcode,total,last_update
204,42,2020-06-19 00:00:00+00,"9, Place Louis Barthou",Bordeaux,,France,33000,3.98,2023-01-04 12:05:40.629786+00
205,44,2020-06-20 00:00:00+00,Porthaninkatu 9,Helsinki,,Finland,00530,7.96,2023-01-04 12:05:40.631069+00
206,48,2020-06-21 00:00:00+00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.94,2023-01-04 12:05:40.632147+00
207,54,2020-06-24 00:00:00+00,110 Raeburn Pl,"Edinburgh ",,United Kingdom,EH4 1HH,8.91,2023-01-04 12:05:40.633206+00
208,4,2020-06-29 00:00:00+00,Ullevålsveien 14,Oslo,,Norway,0171,15.86,2023-01-04 12:05:40.634736+00
209,18,2020-07-07 00:00:00+00,627 Broadway,New York,NY,USA,10012-2612,0.99,2023-01-04 12:05:40.63738+00
210,19,2020-07-20 00:00:00+00,1 Infinite Loop,Cupertino,CA,USA,95014,1.98,2023-01-04 12:05:40.639085+00
211,21,2020-07-20 00:00:00+00,801 W 4th Street,Reno,NV,USA,89503,1.98,2023-01-04 12:05:40.640164+00
212,23,2020-07-21 00:00:00+00,69 Salem Street,Boston,MA,USA,2113,3.96,2023-01-04 12:05:40.641215+00
213,27,2020-07-22 00:00:00+00,1033 N Park Ave,Tucson,AZ,USA,85719,5.94,2023-01-04 12:05:40.642296+00
214,33,2020-07-25 00:00:00+00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,2023-01-04 12:05:40.643342+00
215,42,2020-07-30 00:00:00+00,"9, Place Louis Barthou",Bordeaux,,France,33000,13.86,2023-01-04 12:05:40.64439+00
216,56,2020-08-07 00:00:00+00,307 Macacha Güemes,Buenos Aires,,Argentina,1106,0.99,2023-01-04 12:05:40.645452+00
217,57,2020-08-20 00:00:00+00,"Calle Lira, 198",Santiago,,Chile,,1.98,2023-01-04 12:05:40.646478+00
218,59,2020-08-20 00:00:00+00,"3,Raj Bhavan Road",Bangalore,,India,560001,1.98,2023-01-04 12:05:40.647517+00
219,2,2020-08-21 00:00:00+00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,3.96,2023-01-04 12:05:40.648555+00
220,6,2020-08-22 00:00:00+00,Rilská 3174/6,Prague,,Czech Republic,14300,5.94,2023-01-04 12:05:40.649586+00
221,12,2020-08-25 00:00:00+00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,8.91,2023-01-04 12:05:40.653644+00
222,21,2020-08-30 00:00:00+00,801 W 4th Street,Reno,NV,USA,89503,13.86,2023-01-04 12:05:40.655732+00
223,35,2020-09-07 00:00:00+00,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,0.99,2023-01-04 12:05:40.656912+00
224,36,2020-09-20 00:00:00+00,Tauentzienstraße 8,Berlin,,Germany,10789,1.98,2023-01-04 12:05:40.657972+00
225,38,2020-09-20 00:00:00+00,Barbarossastraße 19,Berlin,,Germany,10779,1.98,2023-01-04 12:05:40.659071+00
226,40,2020-09-21 00:00:00+00,"8, Rue Hanovre",Paris,,France,75002,3.96,2023-01-04 12:05:40.660082+00
227,44,2020-09-22 00:00:00+00,Porthaninkatu 9,Helsinki,,Finland,00530,5.94,2023-01-04 12:05:40.661154+00
228,50,2020-09-25 00:00:00+00,C/ San Bernardo 85,Madrid,,Spain,28015,8.91,2023-01-04 12:05:40.662192+00
229,59,2020-09-30 00:00:00+00,"3,Raj Bhavan Road",Bangalore,,India,560001,13.86,2023-01-04 12:05:40.663219+00
230,14,2020-10-08 00:00:00+00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,0.99,2023-01-04 12:05:40.664255+00
231,15,2020-10-21 00:00:00+00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,1.98,2023-01-04 12:05:40.665272+00
232,17,2020-10-21 00:00:00+00,1 Microsoft Way,Redmond,WA,USA,98052-8300,1.98,2023-01-04 12:05:40.666303+00
233,19,2020-10-22 00:00:00+00,1 Infinite Loop,Cupertino,CA,USA,95014,3.96,2023-01-04 12:05:40.667915+00
234,23,2020-10-23 00:00:00+00,69 Salem Street,Boston,MA,USA,2113,5.94,2023-01-04 12:05:40.671806+00
235,29,2020-10-26 00:00:00+00,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,8.91,2023-01-04 12:05:40.673403+00
236,38,2020-10-31 00:00:00+00,Barbarossastraße 19,Berlin,,Germany,10779,13.86,2023-01-04 12:05:40.674848+00
237,52,2020-11-08 00:00:00+00,202 Hoxton Street,London,,United Kingdom,N1 5LH,0.99,2023-01-04 12:05:40.67605+00
238,53,2020-11-21 00:00:00+00,113 Lupus St,London,,United Kingdom,SW1V 3EN,1.98,2023-01-04 12:05:40.67712+00
239,55,2020-11-21 00:00:00+00,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,2023-01-04 12:05:40.677951+00
240,57,2020-11-22 00:00:00+00,"Calle Lira, 198",Santiago,,Chile,,3.96,2023-01-04 12:05:40.679292+00
241,2,2020-11-23 00:00:00+00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,5.94,2023-01-04 12:05:40.680411+00
242,8,2020-11-26 00:00:00+00,Grétrystraat 63,Brussels,,Belgium,1000,8.91,2023-01-04 12:05:40.681476+00
243,17,2020-12-01 00:00:00+00,1 Microsoft Way,Redmond,WA,USA,98052-8300,13.86,2023-01-04 12:05:40.682522+00
244,31,2020-12-09 00:00:00+00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,0.99,2023-01-04 12:05:40.683878+00
245,32,2020-12-22 00:00:00+00,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,1.98,2023-01-04 12:05:40.687375+00
246,34,2020-12-22 00:00:00+00,Rua da Assunção 53,Lisbon,,Portugal,,1.98,2023-01-04 12:05:40.689271+00
247,36,2020-12-23 00:00:00+00,Tauentzienstraße 8,Berlin,,Germany,10789,3.96,2023-01-04 12:05:40.69045+00
248,40,2020-12-24 00:00:00+00,"8, Rue Hanovre",Paris,,France,75002,5.94,2023-01-04 12:05:40.691816+00
249,46,2020-12-27 00:00:00+00,3 Chatham Street,Dublin,Dublin,Ireland,,8.91,2023-01-04 12:05:40.692907+00
250,55,2021-01-01 00:00:00+00,421 Bourke Street,Sidney,NSW,Australia,2010,13.86,2023-01-04 12:05:40.694223+00
251,10,2021-01-09 00:00:00+00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,0.99,2023-01-04 12:05:40.695424+00
252,11,2021-01-22 00:00:00+00,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,1.98,2023-01-04 12:05:40.696497+00
253,13,2021-01-22 00:00:00+00,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98,2023-01-04 12:05:40.697535+00
254,15,2021-01-23 00:00:00+00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,3.96,2023-01-04 12:05:40.698553+00
255,19,2021-01-24 00:00:00+00,1 Infinite Loop,Cupertino,CA,USA,95014,5.94,2023-01-04 12:05:40.699582+00
256,25,2021-01-27 00:00:00+00,319 N. Frances Street,Madison,WI,USA,53703,8.91,2023-01-04 12:05:40.701406+00
257,34,2021-02-01 00:00:00+00,Rua da Assunção 53,Lisbon,,Portugal,,13.86,2023-01-04 12:05:40.705242+00
258,48,2021-02-09 00:00:00+00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,0.99,2023-01-04 12:05:40.706947+00
259,49,2021-02-22 00:00:00+00,Ordynacka 10,Warsaw,,Poland,00-358,1.98,2023-01-04 12:05:40.708119+00
260,51,2021-02-22 00:00:00+00,Celsiusg. 9,Stockholm,,Sweden,11230,1.98,2023-01-04 12:05:40.709247+00
261,53,2021-02-23 00:00:00+00,113 Lupus St,London,,United Kingdom,SW1V 3EN,3.96,2023-01-04 12:05:40.711157+00
262,57,2021-02-24 00:00:00+00,"Calle Lira, 198",Santiago,,Chile,,5.94,2023-01-04 12:05:40.71595+00
263,4,2021-02-27 00:00:00+00,Ullevålsveien 14,Oslo,,Norway,0171,8.91,2023-01-04 12:05:40.722428+00
264,13,2021-03-03 00:00:00+00,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,13.86,2023-01-04 12:05:40.724379+00
265,27,2021-03-11 00:00:00+00,1033 N Park Ave,Tucson,AZ,USA,85719,0.99,2023-01-04 12:05:40.725966+00
266,28,2021-03-24 00:00:00+00,302 S 700 E,Salt Lake City,UT,USA,84102,1.98,2023-01-04 12:05:40.727631+00
267,30,2021-03-24 00:00:00+00,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,1.98,2023-01-04 12:05:40.728794+00
268,32,2021-03-25 00:00:00+00,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,3.96,2023-01-04 12:05:40.729881+00
269,36,2021-03-26 00:00:00+00,Tauentzienstraße 8,Berlin,,Germany,10789,5.94,2023-01-04 12:05:40.730935+00
270,42,2021-03-29 00:00:00+00,"9, Place Louis Barthou",Bordeaux,,France,33000,8.91,2023-01-04 12:05:40.731994+00
271,51,2021-04-03 00:00:00+00,Celsiusg. 9,Stockholm,,Sweden,11230,13.86,2023-01-04 12:05:40.733035+00
272,6,2021-04-11 00:00:00+00,Rilská 3174/6,Prague,,Czech Republic,14300,0.99,2023-01-04 12:05:40.737888+00
273,7,2021-04-24 00:00:00+00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,1.98,2023-01-04 12:05:40.740017+00
274,9,2021-04-24 00:00:00+00,Sønder Boulevard 51,Copenhagen,,Denmark,1720,1.98,2023-01-04 12:05:40.741142+00
275,11,2021-04-25 00:00:00+00,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,3.96,2023-01-04 12:05:40.742063+00
276,15,2021-04-26 00:00:00+00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,5.94,2023-01-04 12:05:40.74347+00
277,21,2021-04-29 00:00:00+00,801 W 4th Street,Reno,NV,USA,89503,8.91,2023-01-04 12:05:40.744565+00
278,30,2021-05-04 00:00:00+00,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,13.86,2023-01-04 12:05:40.745636+00
279,44,2021-05-12 00:00:00+00,Porthaninkatu 9,Helsinki,,Finland,00530,0.99,2023-01-04 12:05:40.746681+00
280,45,2021-05-25 00:00:00+00,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,1.98,2023-01-04 12:05:40.747725+00
281,47,2021-05-25 00:00:00+00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,1.98,2023-01-04 12:05:40.748757+00
282,49,2021-05-26 00:00:00+00,Ordynacka 10,Warsaw,,Poland,00-358,3.96,2023-01-04 12:05:40.753346+00
283,53,2021-05-27 00:00:00+00,113 Lupus St,London,,United Kingdom,SW1V 3EN,5.94,2023-01-04 12:05:40.755739+00
284,59,2021-05-30 00:00:00+00,"3,Raj Bhavan Road",Bangalore,,India,560001,8.91,2023-01-04 12:05:40.757433+00
285,9,2021-06-04 00:00:00+00,Sønder Boulevard 51,Copenhagen,,Denmark,1720,13.86,2023-01-04 12:05:40.758768+00
286,23,2021-06-12 00:00:00+00,69 Salem Street,Boston,MA,USA,2113,0.99,2023-01-04 12:05:40.759948+00
287,24,2021-06-25 00:00:00+00,162 E Superior Street,Chicago,IL,USA,60611,1.98,2023-01-04 12:05:40.761027+00
288,26,2021-06-25 00:00:00+00,2211 W Berry Street,Fort Worth,TX,USA,76110,1.98,2023-01-04 12:05:40.762061+00
289,28,2021-06-26 00:00:00+00,302 S 700 E,Salt Lake City,UT,USA,84102,3.96,2023-01-04 12:05:40.763124+00
290,32,2021-06-27 00:00:00+00,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,5.94,2023-01-04 12:05:40.764152+00
291,38,2021-06-30 00:00:00+00,Barbarossastraße 19,Berlin,,Germany,10779,8.91,2023-01-04 12:05:40.766571+00
292,47,2021-07-05 00:00:00+00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,13.86,2023-01-04 12:05:40.769211+00
293,2,2021-07-13 00:00:00+00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,0.99,2023-01-04 12:05:40.771032+00
294,3,2021-07-26 00:00:00+00,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,1.98,2023-01-04 12:05:40.772199+00
295,5,2021-07-26 00:00:00+00,Klanova 9/506,Prague,,Czech Republic,14700,1.98,2023-01-04 12:05:40.773586+00
296,7,2021-07-27 00:00:00+00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,3.96,2023-01-04 12:05:40.775142+00
297,11,2021-07-28 00:00:00+00,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,5.94,2023-01-04 12:05:40.776295+00
298,17,2021-07-31 00:00:00+00,1 Microsoft Way,Redmond,WA,USA,98052-8300,10.91,2023-01-04 12:05:40.777408+00
299,26,2021-08-05 00:00:00+00,2211 W Berry Street,Fort Worth,TX,USA,76110,23.86,2023-01-04 12:05:40.778475+00
300,40,2021-08-13 00:00:00+00,"8, Rue Hanovre",Paris,,France,75002,0.99,2023-01-04 12:05:40.779534+00
301,41,2021-08-26 00:00:00+00,"11, Place Bellecour",Lyon,,France,69002,1.98,2023-01-04 12:05:40.781634+00
302,43,2021-08-26 00:00:00+00,"68, Rue Jouvence",Dijon,,France,21000,1.98,2023-01-04 12:05:40.783076+00
303,45,2021-08-27 00:00:00+00,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,3.96,2023-01-04 12:05:40.78828+00
304,49,2021-08-28 00:00:00+00,Ordynacka 10,Warsaw,,Poland,00-358,5.94,2023-01-04 12:05:40.7917+00
305,55,2021-08-31 00:00:00+00,421 Bourke Street,Sidney,NSW,Australia,2010,8.91,2023-01-04 12:05:40.793632+00
306,5,2021-09-05 00:00:00+00,Klanova 9/506,Prague,,Czech Republic,14700,16.86,2023-01-04 12:05:40.794917+00
307,19,2021-09-13 00:00:00+00,1 Infinite Loop,Cupertino,CA,USA,95014,1.99,2023-01-04 12:05:40.796974+00
308,20,2021-09-26 00:00:00+00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,3.98,2023-01-04 12:05:40.797908+00
309,22,2021-09-26 00:00:00+00,120 S Orange Ave,Orlando,FL,USA,32801,3.98,2023-01-04 12:05:40.799319+00
310,24,2021-09-27 00:00:00+00,162 E Superior Street,Chicago,IL,USA,60611,7.96,2023-01-04 12:05:40.801425+00
311,28,2021-09-28 00:00:00+00,302 S 700 E,Salt Lake City,UT,USA,84102,11.94,2023-01-04 12:05:40.804194+00
312,34,2021-10-01 00:00:00+00,Rua da Assunção 53,Lisbon,,Portugal,,10.91,2023-01-04 12:05:40.807158+00
313,43,2021-10-06 00:00:00+00,"68, Rue Jouvence",Dijon,,France,21000,16.86,2023-01-04 12:05:40.809059+00
314,57,2021-10-14 00:00:00+00,"Calle Lira, 198",Santiago,,Chile,,0.99,2023-01-04 12:05:40.810197+00
315,58,2021-10-27 00:00:00+00,"12,Community Centre",Delhi,,India,110017,1.98,2023-01-04 12:05:40.811354+00
316,1,2021-10-27 00:00:00+00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,1.98,2023-01-04 12:05:40.813372+00
317,3,2021-10-28 00:00:00+00,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,3.96,2023-01-04 12:05:40.815043+00
318,7,2021-10-29 00:00:00+00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,5.94,2023-01-04 12:05:40.817435+00
319,13,2021-11-01 00:00:00+00,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,8.91,2023-01-04 12:05:40.821041+00
320,22,2021-11-06 00:00:00+00,120 S Orange Ave,Orlando,FL,USA,32801,13.86,2023-01-04 12:05:40.824042+00
321,36,2021-11-14 00:00:00+00,Tauentzienstraße 8,Berlin,,Germany,10789,0.99,2023-01-04 12:05:40.826086+00
322,37,2021-11-27 00:00:00+00,Berger Straße 10,Frankfurt,,Germany,60316,1.98,2023-01-04 12:05:40.82759+00
323,39,2021-11-27 00:00:00+00,"4, Rue Milton",Paris,,France,75009,1.98,2023-01-04 12:05:40.829438+00
324,41,2021-11-28 00:00:00+00,"11, Place Bellecour",Lyon,,France,69002,3.96,2023-01-04 12:05:40.830815+00
325,45,2021-11-29 00:00:00+00,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,5.94,2023-01-04 12:05:40.83201+00
326,51,2021-12-02 00:00:00+00,Celsiusg. 9,Stockholm,,Sweden,11230,8.91,2023-01-04 12:05:40.833075+00
327,1,2021-12-07 00:00:00+00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,13.86,2023-01-04 12:05:40.835508+00
328,15,2021-12-15 00:00:00+00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,0.99,2023-01-04 12:05:40.838837+00
329,16,2021-12-28 00:00:00+00,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,1.98,2023-01-04 12:05:40.840897+00
330,18,2021-12-28 00:00:00+00,627 Broadway,New York,NY,USA,10012-2612,1.98,2023-01-04 12:05:40.842084+00
331,20,2021-12-29 00:00:00+00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,3.96,2023-01-04 12:05:40.843206+00
332,24,2021-12-30 00:00:00+00,162 E Superior Street,Chicago,IL,USA,60611,5.94,2023-01-04 12:05:40.845005+00
333,30,2022-01-02 00:00:00+00,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,8.91,2023-01-04 12:05:40.846576+00
334,39,2022-01-07 00:00:00+00,"4, Rue Milton",Paris,,France,75009,13.86,2023-01-04 12:05:40.84777+00
335,53,2022-01-15 00:00:00+00,113 Lupus St,London,,United Kingdom,SW1V 3EN,0.99,2023-01-04 12:05:40.848873+00
336,54,2022-01-28 00:00:00+00,110 Raeburn Pl,"Edinburgh ",,United Kingdom,EH4 1HH,1.98,2023-01-04 12:05:40.850144+00
337,56,2022-01-28 00:00:00+00,307 Macacha Güemes,Buenos Aires,,Argentina,1106,1.98,2023-01-04 12:05:40.852356+00
338,58,2022-01-29 00:00:00+00,"12,Community Centre",Delhi,,India,110017,3.96,2023-01-04 12:05:40.854098+00
339,3,2022-01-30 00:00:00+00,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,5.94,2023-01-04 12:05:40.855371+00
340,9,2022-02-02 00:00:00+00,Sønder Boulevard 51,Copenhagen,,Denmark,1720,8.91,2023-01-04 12:05:40.856516+00
341,18,2022-02-07 00:00:00+00,627 Broadway,New York,NY,USA,10012-2612,13.86,2023-01-04 12:05:40.857591+00
342,32,2022-02-15 00:00:00+00,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,0.99,2023-01-04 12:05:40.858323+00
343,33,2022-02-28 00:00:00+00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,1.98,2023-01-04 12:05:40.860535+00
344,35,2022-02-28 00:00:00+00,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,1.98,2023-01-04 12:05:40.861832+00
345,37,2022-03-01 00:00:00+00,Berger Straße 10,Frankfurt,,Germany,60316,3.96,2023-01-04 12:05:40.863525+00
346,41,2022-03-02 00:00:00+00,"11, Place Bellecour",Lyon,,France,69002,5.94,2023-01-04 12:05:40.864717+00
347,47,2022-03-05 00:00:00+00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,2023-01-04 12:05:40.865807+00
348,56,2022-03-10 00:00:00+00,307 Macacha Güemes,Buenos Aires,,Argentina,1106,13.86,2023-01-04 12:05:40.867426+00
349,11,2022-03-18 00:00:00+00,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,0.99,2023-01-04 12:05:40.870848+00
350,12,2022-03-31 00:00:00+00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,1.98,2023-01-04 12:05:40.873366+00
351,14,2022-03-31 00:00:00+00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,1.98,2023-01-04 12:05:40.87672+00
352,16,2022-04-01 00:00:00+00,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,3.96,2023-01-04 12:05:40.878961+00
353,20,2022-04-02 00:00:00+00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,5.94,2023-01-04 12:05:40.880882+00
354,26,2022-04-05 00:00:00+00,2211 W Berry Street,Fort Worth,TX,USA,76110,8.91,2023-01-04 12:05:40.882828+00
355,35,2022-04-10 00:00:00+00,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,13.86,2023-01-04 12:05:40.888679+00
356,49,2022-04-18 00:00:00+00,Ordynacka 10,Warsaw,,Poland,00-358,0.99,2023-01-04 12:05:40.890661+00
357,50,2022-05-01 00:00:00+00,C/ San Bernardo 85,Madrid,,Spain,28015,1.98,2023-01-04 12:05:40.892664+00
358,52,2022-05-01 00:00:00+00,202 Hoxton Street,London,,United Kingdom,N1 5LH,1.98,2023-01-04 12:05:40.895301+00
359,54,2022-05-02 00:00:00+00,110 Raeburn Pl,"Edinburgh ",,United Kingdom,EH4 1HH,3.96,2023-01-04 12:05:40.897277+00
360,58,2022-05-03 00:00:00+00,"12,Community Centre",Delhi,,India,110017,5.94,2023-01-04 12:05:40.898506+00
361,5,2022-05-06 00:00:00+00,Klanova 9/506,Prague,,Czech Republic,14700,8.91,2023-01-04 12:05:40.899593+00
362,14,2022-05-11 00:00:00+00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,13.86,2023-01-04 12:05:40.901813+00
363,28,2022-05-19 00:00:00+00,302 S 700 E,Salt Lake City,UT,USA,84102,0.99,2023-01-04 12:05:40.904385+00
364,29,2022-06-01 00:00:00+00,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,1.98,2023-01-04 12:05:40.907017+00
365,31,2022-06-01 00:00:00+00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,1.98,2023-01-04 12:05:40.908485+00
366,33,2022-06-02 00:00:00+00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,3.96,2023-01-04 12:05:40.909977+00
367,37,2022-06-03 00:00:00+00,Berger Straße 10,Frankfurt,,Germany,60316,5.94,2023-01-04 12:05:40.911502+00
368,43,2022-06-06 00:00:00+00,"68, Rue Jouvence",Dijon,,France,21000,8.91,2023-01-04 12:05:40.912641+00
369,52,2022-06-11 00:00:00+00,202 Hoxton Street,London,,United Kingdom,N1 5LH,13.86,2023-01-04 12:05:40.913749+00
370,7,2022-06-19 00:00:00+00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,0.99,2023-01-04 12:05:40.914798+00
371,8,2022-07-02 00:00:00+00,Grétrystraat 63,Brussels,,Belgium,1000,1.98,2023-01-04 12:05:40.915845+00
372,10,2022-07-02 00:00:00+00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,1.98,2023-01-04 12:05:40.917425+00
373,12,2022-07-03 00:00:00+00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,3.96,2023-01-04 12:05:40.919441+00
374,16,2022-07-04 00:00:00+00,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,5.94,2023-01-04 12:05:40.920677+00
375,22,2022-07-07 00:00:00+00,120 S Orange Ave,Orlando,FL,USA,32801,8.91,2023-01-04 12:05:40.923273+00
376,31,2022-07-12 00:00:00+00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,13.86,2023-01-04 12:05:40.924499+00
377,45,2022-07-20 00:00:00+00,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,0.99,2023-01-04 12:05:40.925629+00
378,46,2022-08-02 00:00:00+00,3 Chatham Street,Dublin,Dublin,Ireland,,1.98,2023-01-04 12:05:40.926964+00
379,48,2022-08-02 00:00:00+00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,1.98,2023-01-04 12:05:40.928061+00
380,50,2022-08-03 00:00:00+00,C/ San Bernardo 85,Madrid,,Spain,28015,3.96,2023-01-04 12:05:40.929126+00
381,54,2022-08-04 00:00:00+00,110 Raeburn Pl,"Edinburgh ",,United Kingdom,EH4 1HH,5.94,2023-01-04 12:05:40.930166+00
382,1,2022-08-07 00:00:00+00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,8.91,2023-01-04 12:05:40.93124+00
383,10,2022-08-12 00:00:00+00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,13.86,2023-01-04 12:05:40.932333+00
384,24,2022-08-20 00:00:00+00,162 E Superior Street,Chicago,IL,USA,60611,0.99,2023-01-04 12:05:40.933773+00
385,25,2022-09-02 00:00:00+00,319 N. Frances Street,Madison,WI,USA,53703,1.98,2023-01-04 12:05:40.938179+00
386,27,2022-09-02 00:00:00+00,1033 N Park Ave,Tucson,AZ,USA,85719,1.98,2023-01-04 12:05:40.94307+00
387,29,2022-09-03 00:00:00+00,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,3.96,2023-01-04 12:05:40.94449+00
388,33,2022-09-04 00:00:00+00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,5.94,2023-01-04 12:05:40.945594+00
389,39,2022-09-07 00:00:00+00,"4, Rue Milton",Paris,,France,75009,8.91,2023-01-04 12:05:40.946696+00
390,48,2022-09-12 00:00:00+00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,13.86,2023-01-04 12:05:40.947779+00
391,3,2022-09-20 00:00:00+00,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,0.99,2023-01-04 12:05:40.948828+00
392,4,2022-10-03 00:00:00+00,Ullevålsveien 14,Oslo,,Norway,0171,1.98,2023-01-04 12:05:40.950721+00
393,6,2022-10-03 00:00:00+00,Rilská 3174/6,Prague,,Czech Republic,14300,1.98,2023-01-04 12:05:40.95502+00
394,8,2022-10-04 00:00:00+00,Grétrystraat 63,Brussels,,Belgium,1000,3.96,2023-01-04 12:05:40.95731+00
395,12,2022-10-05 00:00:00+00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,5.94,2023-01-04 12:05:40.959224+00
396,18,2022-10-08 00:00:00+00,627 Broadway,New York,NY,USA,10012-2612,8.91,2023-01-04 12:05:40.961161+00
397,27,2022-10-13 00:00:00+00,1033 N Park Ave,Tucson,AZ,USA,85719,13.86,2023-01-04 12:05:40.962276+00
398,41,2022-10-21 00:00:00+00,"11, Place Bellecour",Lyon,,France,69002,0.99,2023-01-04 12:05:40.963334+00
399,42,2022-11-03 00:00:00+00,"9, Place Louis Barthou",Bordeaux,,France,33000,1.98,2023-01-04 12:05:40.964385+00
400,44,2022-11-03 00:00:00+00,Porthaninkatu 9,Helsinki,,Finland,00530,1.98,2023-01-04 12:05:40.965453+00
401,46,2022-11-04 00:00:00+00,3 Chatham Street,Dublin,Dublin,Ireland,,3.96,2023-01-04 12:05:40.967126+00
402,50,2022-11-05 00:00:00+00,C/ San Bernardo 85,Madrid,,Spain,28015,5.94,2023-01-04 12:05:40.971086+00
403,56,2022-11-08 00:00:00+00,307 Macacha Güemes,Buenos Aires,,Argentina,1106,8.91,2023-01-04 12:05:40.973142+00
404,6,2022-11-13 00:00:00+00,Rilská 3174/6,Prague,,Czech Republic,14300,25.86,2023-01-04 12:05:40.974061+00
405,20,2022-11-21 00:00:00+00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,0.99,2023-01-04 12:05:40.975485+00
406,21,2022-12-04 00:00:00+00,801 W 4th Street,Reno,NV,USA,89503,1.98,2023-01-04 12:05:40.976608+00
